track_id,librosa,madmom_rnn,madmom_tcn,essentia
country.00003,0.42339178500697017,4.342266062012641,7.443731140985619,0.4058315160218626
country.00004,0.42259333000401966,4.342226951994235,7.35589504201198,0.40640078199794516
country.00005,0.4243632069847081,4.340595629008021,7.478742512990721,0.4090978440071922
country.00006,0.4235932769952342,4.3572468719794415,7.437096904992359,0.4092791080183815
country.00007,0.41777363599976525,4.32941144000506,7.37336677199346,0.4053307870053686
country.00008,0.41966358400532044,4.292341719003161,7.382554716983577,0.40807657298864797
country.00009,0.4158997180056758,4.318362124002306,7.441674960020464,0.41064869199180976
disco.00000,0.4203239089983981,4.353942368994467,7.402480758988531,0.40734557298128493
disco.00001,0.4211620749847498,4.3904310970101506,7.39595205700607,0.407907423999859
disco.00002,0.4157646000094246,4.362062833009986,7.35853275100817,0.4072613180032931
disco.00003,0.4294118329999037,4.36932253499981,7.5125657280150335,0.4085438709880691
disco.00004,0.41699178601265885,4.3439669650106225,7.377269143005833,0.40714390398352407
disco.00005,0.42109912299201824,4.348026193008991,7.464200243004598,0.4091947000124492
disco.00006,0.4182512960105669,4.3171700979874,7.362936261022696,0.4058322540076915
disco.00007,0.41856054100207984,4.322399633994792,7.384816081990721,0.4068907790060621
disco.00008,0.4163539269939065,4.303447036014404,7.384683998010587,0.40846375000546686
disco.00009,0.41848960000788793,4.31692314799875,7.493539401009912,0.40541575898532756
hiphop.00000,0.4252916539844591,4.3186007650219835,7.492538693011738,0.40519692000816576
hiphop.00001,0.4187037630181294,4.355579608003609,7.521111870009918,0.4073619059927296
hiphop.00002,0.4231816740066279,4.313079549989197,7.499636590015143,0.40799914600211196
hiphop.00003,0.4211939070082735,4.311844309006119,7.519797105982434,0.4064814900048077
hiphop.00004,0.4224102289881557,4.332672329997877,7.49298868898768,0.40957778599113226
hiphop.00005,0.422013834991958,4.295998171000974,7.515039302001242,0.407485032978002
hiphop.00006,0.42222298600245267,4.297534901998006,7.45758545800345,0.4046850459999405
hiphop.00007,0.4250263700087089,4.298780009994516,7.510755890980363,0.40259919498930685
hiphop.00008,0.4176393779926002,4.314137452980503,7.4422490970173385,0.41661400999873877
hiphop.00009,0.4194242329976987,4.336110075993929,7.473426587006543,0.40612788099679165
jazz.00000,0.4196863000106532,4.323810104979202,7.434334207995562,0.40854981399024837
jazz.00001,0.41807046200847253,4.281964769994374,7.464533589023631,0.4092627959907986
jazz.00002,0.4171353569836356,4.284860909014242,7.413051790994359,0.4102293369942345
jazz.00004,0.4182656240009237,4.303896703000646,7.466689591994509,0.4095263230265118
jazz.00005,0.4174778979795519,4.312238482001703,7.421512935019564,0.40888257801998407
jazz.00006,0.4156370910059195,4.284545620990684,7.451791250001406,0.4058353219879791
jazz.00007,0.41686051699798554,4.31742492801277,7.423342952009989,0.4087127280072309
jazz.00008,0.421018309018109,4.335975797002902,7.476003992982442,0.4077791119925678
jazz.00011,0.4238267330219969,4.282514374994207,7.422969895007554,0.40773603902198374
jazz.00012,0.41448421898530796,4.313111360010225,7.489418834011303,0.40553086501313373
rock.00000,0.4216389100183733,4.294917291001184,7.40440570897772,0.4075682930124458
rock.00001,0.4161042800114956,4.300702850014204,7.456590987014351,0.4071641270129476
rock.00002,0.4167664069973398,4.298236356000416,7.400485602003755,0.4095706020016223
rock.00003,0.416333161003422,4.297354276000988,7.441921638994245,0.42266087798634544
rock.00004,0.425071792997187,4.343670194997685,7.346905573998811,0.41091179798240773
rock.00005,0.41555851697921753,4.30856281000888,7.4278439820045605,0.40888873499352485
rock.00006,0.42150524799944833,4.310580207995372,7.34135767898988,0.40853027399862185
rock.00007,0.416044248995604,4.3321079650195315,7.418131849000929,0.41017722597462125
rock.00008,0.41614788697916083,4.3605326779943425,7.379169206978986,0.4094409710087348
rock.00009,0.4128029170096852,4.33014259301126,7.427672493009595,0.4092361069924664
blues.00000,0.4158772180089727,4.32504131400492,7.383424605010077,0.406359070999315
blues.00001,0.41359988501062617,4.345553495018976,7.441858825011877,0.4137192700000014
blues.00002,0.4164658399822656,4.334498365991749,7.381441295001423,0.40381133000482805
blues.00003,0.42369631299516186,4.2945082370133605,7.424031382979592,0.4133101819898002
blues.00004,0.4187752370198723,4.344378089997917,7.37829648097977,0.4071602329786401
blues.00005,0.4201270100020338,4.329408853984205,7.409726910002064,0.41394413501257077
blues.00006,0.4161858359875623,4.347373278986197,7.379241162008839,0.41398376200231723
blues.00007,0.41855779898469336,4.355901499016909,7.450902938988293,0.40934546597418375
blues.00008,0.42627174698282033,4.327467490016716,7.356575407000491,0.4082242689910345
blues.00009,0.41666429297765717,4.314989678998245,7.453371912997682,0.41127068299101666
reggae.00000,0.4207896419975441,4.315459328994621,7.319745418004459,0.40244273401913233
reggae.00001,0.4232707649935037,4.284487284021452,7.403339648008114,0.41282847299589776
reggae.00002,0.41776073302025907,4.292173825000646,7.335540442989441,0.4066960090131033
reggae.00003,0.4124360589776188,4.292285892996006,7.40978913201252,0.4060057879833039
reggae.00004,0.41407392799737863,4.29414795601042,7.355806392006343,0.40610145399114117
reggae.00005,0.4152789780055173,4.263296547986101,7.416175293998094,0.4069449680100661
reggae.00006,0.41895442199893296,4.300924165989272,7.363034907000838,0.4069701279804576
reggae.00007,0.41287593098240905,4.273754085006658,7.3606626100081485,0.40178906699293293
reggae.00008,0.4122823929938022,4.297987917001592,7.362444072001381,0.4078455609851517
reggae.00009,0.4128353039850481,4.295744978997391,7.407049953995738,0.40610300499247387
pop.00000,0.42321957400417887,4.279950316995382,7.361106775002554,0.40620490099536255
pop.00001,0.41870389800169505,4.28335180398426,7.430726445018081,0.4065658669860568
pop.00002,0.4265281729749404,4.316631270979997,7.405463375005638,0.4066688239981886
pop.00003,0.41505083299125545,4.313421211991226,7.417677310004365,0.40712063800310716
pop.00004,0.41490201000124216,4.318412160006119,7.372732762014493,0.407043531013187
pop.00005,0.41575155197642744,4.351566692988854,7.4765597190125845,0.4088575470086653
pop.00006,0.4168821700150147,4.317577159003122,7.414993625017814,0.4073324360069819
pop.00007,0.4230605979973916,4.3480811240151525,7.472104935004609,0.40690639297827147
pop.00008,0.4166496690013446,4.361466173984809,7.398336952988757,0.4061056649952661
pop.00009,0.4179718760133255,4.337339999008691,7.448865657002898,0.4101256489811931
metal.00000,0.4274753239878919,4.334701428975677,7.400315539009171,0.4104393539892044
metal.00001,0.4139880610164255,4.319770697999047,7.443335282994667,0.40653572799055837
metal.00002,0.42081569298170507,4.351952689990867,7.418833563977387,0.4073810889967717
metal.00003,0.4183693020022474,4.330905509996228,7.446692756988341,0.41054873599205166
metal.00004,0.4198658379900735,4.3464763020165265,7.398976733995369,0.40763276399229653
metal.00005,0.4162515070056543,4.318286892026663,7.409578373015393,0.4052449440059718
metal.00006,0.416153594997013,4.298733528004959,7.349814177985536,0.407749550009612
metal.00007,0.41685938800219446,4.322010160016362,7.432995393988676,0.41189480500179343
metal.00008,0.4177910900034476,4.344881554978201,7.397460256004706,0.40740622399607673
metal.00009,0.4189906450046692,4.332833110005595,7.400490636995528,0.4056216199824121
VAS6.07,1.538470839994261,15.241140774014639,27.816637092997553,1.4431065679818857
VAS6.04,1.5392648499982897,15.284936821000883,27.941397729999153,1.456654162000632
VAS6.08,2.092036071990151,20.670739155990304,38.02499998299754,1.9575004750222433
VAS6.12,1.0786945320141967,11.019698008982232,19.82537460999447,1.0472671470197383
VAS3.14,1.1998162039963063,12.336064155999338,22.272104316973127,1.1551505890092812
VAS3.10,1.4447170850180555,14.482029075996252,26.219523066014517,1.3762018690176774
VAS3.06,2.9199079079844523,29.36757237301208,53.88160441198852,2.7974945260211825
VAS3.09,1.3457422610081267,13.622409094998147,24.793507551017683,1.2876884030119982
VAS3.08,1.5365558300109114,15.080314702994656,27.67821825298597,1.4322599279985297
VAS3.04,1.9956350369902793,19.762516482005594,36.15558816699195,1.867198659980204
VAS3.01,2.0582184260128997,20.343610977986827,37.56403210098506,1.918166496005142
VAS6.09,1.5383286960131954,15.566558532009367,29.544715466006892,1.464948295004433
VAS3.12,1.4467970529804006,14.550047224998707,26.343945475004148,1.3739034019818064
VAS3.02,1.660845247010002,16.596262994018616,30.342699143016944,1.5606831169861834
VAS6.10,1.5727799590094946,15.544220812997082,28.425568206992466,1.4690946720074862
VAS3.07,1.6902340650267433,16.922970206011087,30.951321614003973,1.6166379899950698
VAS6.05,1.723705313022947,16.928648433007766,31.12983743500081,1.6095498449867591
VAS3.05,1.433451344986679,14.727073287998792,26.636693356005708,1.3867550839786418
VAS3.03,1.9925978770188522,19.776874155999394,36.39141569798812,1.871227892988827
VAS6.02,1.6229266239970457,16.261436773987953,29.57683545901091,1.5428999470022973
VAS6.06,1.5486465680005495,15.58292800601339,28.221479630010435,1.461778320983285
VAS6.03,1.9061939140083268,18.82796975801466,34.769019213010324,1.8103557509894017
VAS6.11,1.2514134180091787,12.816816851001931,23.209586354001658,1.2332866590004414
VAS6.13,0.7838661350251641,8.164077652996639,14.200168112001847,0.7538477370108012
VAS3.13,1.1335941839788575,11.7307962620107,20.74928088398883,1.0956141260103323
VAS6.01,2.1124616010056343,20.64259172300808,38.260196947987424,1.959699945000466
VAS3.11,1.7267444710014388,17.189786497998284,31.432719928998267,1.623050560010597
VAS6.14,1.364313003985444,13.784449636994395,25.039038994000293,1.2925724220112897
